Timestamp,EBSReadBytes
2023-12-19 17:48:00,0.0
2023-12-19 17:43:00,0.0
2023-12-19 17:38:00,0.0
2023-12-19 17:33:00,0.0
2023-12-19 17:28:00,0.0
2023-12-19 17:23:00,0.0
2023-12-19 17:18:00,0.0
2023-12-19 17:13:00,0.0
2023-12-19 17:08:00,0.0
2023-12-19 17:03:00,0.0
2023-12-19 16:58:00,0.0
2023-12-19 16:53:00,0.0
2023-12-19 16:48:00,0.0
2023-12-19 16:43:00,0.0
2023-12-19 16:38:00,0.0
2023-12-19 16:33:00,0.0
2023-12-19 16:28:00,0.0
2023-12-19 16:23:00,0.0
2023-12-19 16:18:00,0.0
2023-12-19 16:13:00,0.0
2023-12-19 16:08:00,0.0
2023-12-19 16:03:00,0.0
2023-12-19 15:58:00,0.0
2023-12-19 15:53:00,0.0
2023-12-19 15:48:00,0.0
2023-12-19 15:43:00,0.0
2023-12-19 15:38:00,0.0
2023-12-19 15:33:00,0.0
2023-12-19 15:28:00,0.0
2023-12-19 15:23:00,0.0
2023-12-19 15:18:00,0.0
2023-12-19 15:13:00,0.0
2023-12-19 15:08:00,0.0
2023-12-19 15:03:00,0.0
2023-12-19 14:58:00,0.0
2023-12-19 14:53:00,0.0
2023-12-19 14:48:00,0.0
2023-12-19 14:43:00,0.0
2023-12-19 14:38:00,0.0
2023-12-19 14:33:00,0.0
2023-12-19 14:28:00,0.0
2023-12-19 14:23:00,0.0
2023-12-19 14:18:00,0.0
2023-12-19 14:13:00,0.0
2023-12-19 14:08:00,0.0
2023-12-19 14:03:00,0.0
2023-12-19 13:58:00,0.0
2023-12-19 13:53:00,0.0
2023-12-19 13:48:00,0.0
2023-12-19 13:43:00,0.0
2023-12-19 13:38:00,0.0
2023-12-19 13:33:00,0.0
2023-12-19 13:28:00,0.0
2023-12-19 13:23:00,0.0
2023-12-19 13:18:00,0.0
2023-12-19 13:13:00,0.0
2023-12-19 13:08:00,0.0
2023-12-19 13:03:00,0.0
2023-12-19 12:58:00,0.0
2023-12-19 12:53:00,0.0
2023-12-19 12:48:00,0.0
2023-12-19 12:43:00,0.0
2023-12-19 12:38:00,0.0
2023-12-19 12:33:00,0.0
2023-12-19 12:28:00,0.0
2023-12-19 12:23:00,0.0
2023-12-19 12:18:00,0.0
2023-12-19 12:13:00,0.0
2023-12-19 12:08:00,0.0
2023-12-19 12:03:00,0.0
2023-12-19 11:58:00,0.0
2023-12-19 11:53:00,0.0
2023-12-19 11:48:00,0.0
2023-12-19 11:43:00,0.0
2023-12-19 11:38:00,0.0
2023-12-19 11:33:00,0.0
2023-12-19 11:28:00,0.0
2023-12-19 11:23:00,0.0
2023-12-19 11:18:00,0.0
2023-12-19 11:13:00,0.0
2023-12-19 11:08:00,0.0
2023-12-19 11:03:00,0.0
2023-12-19 10:58:00,0.0
2023-12-19 10:53:00,0.0
2023-12-19 10:48:00,0.0
2023-12-19 10:43:00,0.0
2023-12-19 10:38:00,0.0
2023-12-19 10:33:00,0.0
2023-12-19 10:28:00,0.0
2023-12-19 10:23:00,0.0
2023-12-19 10:18:00,0.0
2023-12-19 10:13:00,0.0
2023-12-19 10:08:00,0.0
2023-12-19 10:03:00,0.0
2023-12-19 09:58:00,0.0
2023-12-19 09:53:00,0.0
2023-12-19 09:48:00,0.0
2023-12-19 09:43:00,0.0
2023-12-19 09:38:00,0.0
2023-12-19 09:33:00,0.0
2023-12-19 09:28:00,0.0
2023-12-19 09:23:00,0.0
2023-12-19 09:18:00,0.0
2023-12-19 09:13:00,0.0
2023-12-19 09:08:00,0.0
2023-12-19 09:03:00,0.0
2023-12-19 08:58:00,0.0
2023-12-19 08:53:00,8024064.0
2023-12-19 08:48:00,4554752.0
2023-12-19 08:43:00,2330624.0
2023-12-19 08:38:00,4231168.0
2023-12-19 08:33:00,3235840.0
2023-12-19 08:28:00,7794688.0
2023-12-19 08:23:00,0.0
2023-12-19 08:18:00,2007040.0
2023-12-19 08:13:00,0.0
2023-12-19 08:08:00,0.0
2023-12-19 08:03:00,0.0
2023-12-19 07:58:00,0.0
2023-12-19 07:53:00,0.0
2023-12-19 07:48:00,0.0
2023-12-19 07:43:00,0.0
2023-12-19 07:38:00,0.0
2023-12-19 07:33:00,0.0
2023-12-19 07:28:00,0.0
2023-12-19 07:23:00,0.0
2023-12-19 07:18:00,0.0
2023-12-19 07:13:00,0.0
2023-12-19 07:08:00,0.0
2023-12-19 07:03:00,0.0
2023-12-19 06:58:00,0.0
